sampleID	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	Factor7	Factor8	Factor9	Factor10	Factor11	Factor12	Factor13	Factor14	Factor15	Factor16	Factor17	Factor18	Factor19	Factor20	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	Factor7	Factor8	Factor9	Factor10	Factor11	Factor12	Factor13	Factor14	Factor15	Factor16	Factor17	Factor18	Factor19	Factor20
LCC2019	6.12174080443883	-2.21041914405787	-3.90864097572341	-1.16482657939767	2.76461137442148	1.46751122093522	-0.297815392853039	0.177300027846564	1.96536277636755	4.29886369869486	4.70945228120381	-8.21260059380857	0.0788596493687789	-5.75037539959786	0.705184660503083	-1.2200841921463	-1.4495765463705	-0.460145563697116	-0.0703091685476772	0.0898466667627872	-3.38932051939375	-1.36654960325652	1.13441423108404	2.13158662803136	0.409680433481916	0.291020937069425	-0.420262510780782	-0.440694287018022	1.69031627508763	0.757590328015893	0.430302491228306	0.060200535625902	-0.0797423733205287	-0.673037157623054	0.235799275746505	0.549580916726207	-0.311326361075912	-0.486393659042625	-0.684839124431678	0.195024206600427
LCC1153	-0.563868606401012	-1.12546888528284	1.94266000782636	-2.24961424141337	-0.503910473735622	-1.1843560003733	0.0946702819286662	-1.42147653924678	-0.835566617962006	-0.152817700609368	-1.30588750887413	-0.501069511877062	1.89931865930212	0.605633048223306	0.872615959696671	0.298325936305762	0.312725530632847	-0.593240411878544	0.861408805813508	0.0935054783955153	3.31044634903998	2.4125759360015	-4.55594584796721	-0.15095292002924	-1.46566524438532	2.66520153538015	1.02041104442927	0.773412583165028	-2.95543202689788	0.648677561689533	-2.9982913113976	1.87027533902469	-4.37852442252839	0.724784215003951	-0.430824555054832	-1.5735180869364	0.285126216102089	-0.363957106538567	1.46545962859893	2.26556807776609
LCC1052	-2.35124346404992	-0.413065867126686	0.562740220047662	-2.03335195646607	1.16691075879592	0.0177411775210913	0.0814728868948855	-1.315366307155	-1.06278527084563	1.53760121160699	0.601992886100598	-0.491864012064172	-0.609670469533973	-0.759124966217866	-0.512448267686447	-0.498010405343479	-0.24872715195392	0.443468717306082	0.823226844989412	0.0612838920903011	-2.68536484902936	-0.141038500294591	1.49956580901554	2.06100658471794	-1.434783107634	1.30179313200832	-0.620381202166895	0.0356488774507235	0.161012344509546	0.633252581853664	0.445608454537806	-0.512343503146173	0.357812499752196	-0.50290068201448	-0.108269983366679	0.145821962688465	-0.584611320833093	-0.087753536190502	-0.676512437217898	-0.508413579578249
LCC2006	4.99194083255979	0.0148608463230298	-6.20318428574635	-1.70947988084381	0.0629965320372705	-1.52481413794116	0.587965464693932	0.15826764083182	-3.21880352006187	5.99628332546431	1.26723121457563	-0.0998006735069307	-0.375874455630206	0.183101593630622	-1.11563983452561	0.16936885160624	-0.273019374164818	0.402815488613367	-0.440866689945898	0.0200025830423702	-1.9748362121905	4.61126497799721	2.85048318470333	-2.07113180599125	-0.182419053722925	-1.06204021729397	-0.40829172497955	-0.0482232984780769	-1.17724770503507	0.261609211519218	0.352509596650134	-1.01277099074727	2.17178858232349	0.0388855095818086	-0.554777306064416	-0.617317099318253	-0.490872078715264	-0.184980207180009	-0.564345489945553	-0.368065945496951
LCC1116	4.27908126456321	1.54029719560216	-1.03005271129866	1.02706860943459	1.20936396617995	-0.865177195753157	0.320432991704304	1.39478919003726	0.157730252743187	-1.15883584214109	-0.135506581859226	0.0176023663492514	0.900410674145505	0.315860040096247	0.763568944700294	-0.610212607070752	-0.122799577752005	-0.402112618274492	-0.719898173800091	0.213264271707607	3.03548698041848	0.325516002636797	1.36700022360289	-1.35214419257661	1.08161693782476	0.415402628385775	0.0267310963194785	-0.178940730635545	0.24803387465439	-0.569060470643506	1.0549368423966	0.383721144434937	-0.481808602574076	0.0575530545433593	-0.327780386835854	-0.663025418981316	0.137720870548652	-0.731835820995199	1.66998706222251	-1.18436747568461
LCC1028	1.52070110718361	-1.68705113910587	0.006402050058445	-0.924793748369775	-1.09682297585694	-0.0731081302741499	0.212511701423636	0.347418740144048	0.128739744291104	-0.144736643816193	0.457447074200558	-0.754872581231503	0.208550198813126	-0.469404045717525	0.213250991189027	0.630554815477161	-0.279292803098351	0.0204044175535643	-0.0791438386469087	0.146358740757866	-2.99028094505361	1.05696569309443	2.03826812037077	-0.251202100150104	-0.0298215418406673	-0.736347532032183	-0.992943363524193	-0.310186375446237	0.132013835506792	0.382396588777902	0.454208772768252	-0.639982014688047	-1.3361074513213	-0.136781539249205	-0.291008435765663	-0.116908858964603	0.338065743512953	0.0239222946534082	1.15833970600291	-0.223634134109496
LCC1084	-2.98724717815925	-0.235779978980261	2.8402956136455	0.605967868153592	-0.166452165047364	1.24227509176646	0.0702762734626186	-0.668899862151585	-0.694631260948477	-0.64292538865675	0.708548355489567	-0.437293609067512	0.146632831738472	-0.612419067513444	0.838161738222185	0.158910594892989	-0.398474720679852	-0.250402780801796	0.675949883211445	0.0961900871431991	3.80229654044608	-0.852371375747851	0.562655558617575	1.74078610350743	1.87568078110897	3.09687862829949	0.0932458303200941	-0.226060868684847	-0.330548975371616	-0.007852243262746	-0.690388009423381	0.0472872652998612	0.844371038493971	-0.452513818132505	-0.285230001301723	0.195526230702398	-0.29151439070013	-0.399570812376875	-2.49507660910701	-0.412601570227066
LCC1132	-2.62397040904608	-0.182142528116919	0.570323792160629	-0.911517921660829	0.275444804399909	-1.90722722314981	0.301057589150783	-1.05990361173283	0.663474705349443	0.0633668572098978	-0.171626417655405	-0.0290563894437612	-0.191350594717348	-0.182172562341219	-0.376622670704654	-0.114419301053715	-0.0418899857557749	0.220524223464863	0.566647532706544	0.170912553067484	3.03911516198725	3.23916406903676	1.35550893216374	-0.129316477800389	-0.794683543473064	3.26740830790966	1.07543750613115	-0.067454850286353	-0.912072995063281	-0.461659151122722	-0.265556099484054	-0.477972275660422	-1.60423717131909	0.157204363959978	-0.356392051941377	-0.254476382712084	0.0910308873360511	-0.236653477040003	0.35368183270732	-0.720778739711278
LCC1156	2.93566560720213	3.66416412669811	0.709300564604411	1.15809120000708	-7.48006551580846	2.70160293534585	0.373786971875857	0.341971224173677	0.516259697585222	1.37926394808018	2.22313749409543	0.883897206776091	1.66700185276282	0.236934202682003	1.80393893250775	-11.21036689846	-0.843783879817462	-0.921068014659837	0.10800909226534	0.0362306847620505																				
LCC1060	-4.02862159214963	2.44074221614432	0.708441580496892	-2.14717880391771	1.24572486653764	-3.28381345808551	0.0404225566947354	-0.563062111381829	0.254267545045417	0.913342543009646	-0.599808765131974	0.443246978519498	0.413517852567748	0.615502492010198	-0.54310714000782	-0.623657155866284	0.172748165458323	0.121164407119564	0.0911528080284956	0.159485973796401	2.94261505321989	0.674420957615596	3.08943422902498	-2.54004790175034	-1.69260003488465	-3.93166670502058	0.260954638787121	1.04610764633045	-1.69530588020894	-0.269047756469715	-0.438910219852163	-0.481675570247806	-3.26692043414351	1.16425312477797	-0.478022266934296	-0.478525988641746	1.40566106564101	0.570844257773449	4.84975801667652	0.0808567718856579
LCC1090	-0.785408225455259	1.33102540608968	0.938602958901839	-1.05440255117872	-0.664792184862536	-0.351413870765155	0.310952215339223	1.21080814992843	0.205951560472441	-1.2632917372746	1.87754679372471	-0.210670612867739	-0.680514279817203	-0.817795269065398	-0.359559134429745	0.369430004622371	-0.785276775963806	0.482285414805643	-0.557269209390528	0.251943921642162	2.59013034401386	2.25231779771507	1.23616259246016	-1.28407822318366	0.184882997836122	-1.64110459766152	1.2617942101001	0.128392272908347	-4.60576441698965	-0.431708944664943	0.75098531941805	0.0162448186948072	2.12985775680415	0.394263414907059	-0.900449332541515	-2.34758900077548	-0.109929020612465	0.423890858369764	1.8131746817389	-0.83351780015251
LCC1103	3.97951918584351	-0.224004209693441	-0.101343168810043	-4.10128334787667	-0.203253505277782	-1.46850492309038	-0.793301905727362	-0.97541477804743	-2.00895882890872	0.4533659395119	-2.44895767787815	1.085864401284	2.27720558267613	1.97851742402748	0.415052537778515	0.154124321217093	0.770128731148955	-0.33181696617119	0.537907504215449	0.05020182898467	3.86975389947392	2.95513901132765	-4.70432285236207	-0.316018343423558	0.656820700378223	2.11794112806817	-1.86799513947615	3.29745986582062	-0.861544135373498	-0.420184840815984	-2.54254540065622	1.61980157138293	-1.54574989148151	0.668084082359994	4.04104679800479	1.57160547099174	1.00955215137402	0.237420701777669	2.13585739141112	-0.667664872828342
LCC1119	-2.53794621295659	-0.331843964378829	1.66104035712348	-2.26022059215525	1.86574227909108	-0.487028642305272	0.101185872939984	0.566633381213558	0.777804982692685	0.543679241971732	-0.92908998023961	-0.621010783490511	0.289814336192483	-0.042748513330143	-9.64202548108461e-05	-0.899111824856912	0.208352257943308	0.0777207136016287	-0.289122149629312	0.0540048430791065	3.72883050706682	-0.415545577904822	0.873216027261658	1.38379886682896	1.14208201235593	3.55434515137078	1.81757513050919	-0.679568183904817	-3.32723618025648	0.40147575561159	0.427588660169791	-0.743660889305992	0.766210782091346	-0.277121201459552	-1.36201925917586	-0.217941770909514	-0.629494594132524	-0.613498808690821	-0.316270291559005	-1.77262817378274
LCC2040	2.07838768509937	-4.55120711489307	-1.24555516314773	2.82610389747064	-2.28447825596657	0.510679126130029	-0.225350012234773	-0.364849729519974	-0.996827745160546	0.713148146267771	-0.761064397711214	0.624643684901379	0.0617446402587343	0.64633376553844	0.71868792193028	1.28339571522576	0.167811999421024	-0.337385825712372	0.354200469133598	0.0510877633405788	-3.4954729640448	-1.88699675223165	0.406073201599252	4.02118188262317	-0.732723911157463	2.99004311613234	0.921546354736764	-0.213368698080645	0.260283241455622	0.725703855720249	0.196736066844277	0.424982720817946	0.48001401793973	-0.776064976143665	-0.178792898271613	0.319762632471763	-1.04063038764678	-1.08008392135813	-1.11732071493434	-1.49124771590595
LCC2035	-1.56177062328272	1.80692266913652	-1.50148734411383	-2.0033549481425	-0.456833696994323	-4.16823213225659	-0.043883753724352	0.327211375234514	-0.189318331081234	1.8898943158494	0.503230779099703	-0.179754357428285	0.463469377689337	0.419153766458564	-0.729949351472802	0.270415687258513	-0.117149089540938	0.0891316070576288	-0.574569173044821	0.213893074858413	-3.02553413393036	1.22924632337084	1.3604164974241	0.121092339018821	0.816227847677599	0.783219173720819	-0.778440450725901	0.148452857207551	0.0692083400231779	-0.2571308830822	-0.354932627910826	-0.27288877549877	-0.671873496904732	-0.413643764025157	-0.0160467281805316	-0.0995491832626558	-0.344906806544212	-0.0636698151624601	-0.768632220489565	0.475320399156225
LCC1147	-2.54489287963415	-0.613491193287815	1.55829786740228	3.0411258860312	-0.483617181679533	0.825504182888494	-0.487782677664616	0.74417616986273	-0.455783253429656	0.0846092326135263	0.0646865728756388	0.261554244848067	0.185311670212977	0.268713294267399	1.09855945817177	0.33574934273515	-0.116107232625541	-0.538077313539301	-0.24174017308205	0.0638581257146811	2.89928247184163	3.50533161788805	-2.99674477339647	-3.75452804729491	-0.0619730145946305	1.74547765693389	-1.02365252783853	-0.610269787192443	2.82082192252324	0.0398811997180877	0.258223129178294	0.849830750573266	-1.54647923198202	0.27442461733805	1.74065459168235	-1.81529377396708	-1.65553234279504	0.0104756180793264	-0.645178380219465	3.53675994737457
LCC1011	-2.06736337600294	-0.252036441309993	3.90774388099706	-2.36912204469935	-0.349719363114862	4.76969364488159	0.51440602288075	1.19814527982409	0.010212290571436	0.359495789232361	0.755650233201309	-0.317434413903596	-0.415117843391649	-0.867649470628537	0.553020359083645	0.352740254625863	-0.463992630872365	0.300882976857066	-0.147480417562083	-0.0839215418769854	2.30359097403359	1.79124905459157	3.11627430997624	-1.44593368245269	-2.29778027515298	0.16094790666007	0.253504440971265	0.276648921111889	0.277585913594689	-0.254723135578458	0.622549541597704	-0.132076392980176	-1.26241996849222	0.454472511621162	-0.22252828630053	-0.618213037968471	0.802838797782614	-0.20180821684113	1.35239650734708	-1.23288014750765
LCC1030	-0.822671223128253	-2.03375156771544	-0.71113959059215	3.68603794821669	0.39096581114643	1.55108916683822	0.452719283419861	-0.600762362630194	0.805618181815392	0.73454843898834	0.308203723040916	0.427016087159241	-1.59017639139346	-0.748497053698683	0.117417160527056	-0.0845343967304481	-0.237925955139667	0.221406933991469	0.593275958582076	0.0525527015247444	-3.94411749079442	-4.21851214200404	-3.86134614932862	6.53918854685735	-2.08288682733418	1.73025220208466	3.19545683087292	-4.6158441279235	2.06119454673311	0.879936329628323	0.250293500182478	0.382135565129524	1.55073999084948	-0.766267046939906	0.602148786604088	2.1816111199333	-0.785829488457026	2.33464065846381	-3.08446975662363	1.24902297920064
LCC1109	-1.69501731884069	-1.6945236202753	-3.30572424288638	1.79946616907163	0.016727695217069	-5.1683756508385	0.26292606061794	-1.09265598386922	-0.0289548972790525	1.37385999708723	0.269182431488518	-0.206078627536857	-0.702722366891371	-0.0002701728290259	-0.957897058256906	-0.0088069177897261	-0.0636881925715811	0.176462156759818	0.202027752792189	0.289620294430016	3.38385962602032	2.65150085601846	-0.636691001845491	-1.62617617643343	0.25275174923415	0.511227639088367	0.364080611255243	0.54071552391277	-0.4899181918512	-0.645715399318572	-1.34211145881498	0.356036497066914	-1.81062453552068	0.888082243896594	1.12026493768843	-1.41566823765963	0.37529714885225	0.0443788297190722	-0.604896358133964	1.74318445435956
LCC1121	-2.19354773512112	1.36063911007668	-0.720258587058495	-0.742518234531016	-0.0446171819165952	-3.08309557370737	-0.192909648085104	-0.770620530244255	0.175677259421993	0.85621662594382	-0.0247074085206771	0.709355783945061	-0.140093301492243	0.415983317097584	-0.677230878767309	0.0500182621105704	-0.0015581608899247	0.248672762981519	0.238899620449241	0.193151106745113	3.4764333346584	6.28000351401735	-0.0583722708504201	-1.27099223699448	-1.44865861663218	-3.74560913704138	0.764591438120919	-1.19299000267255	2.55849342749975	0.0717039318690875	-0.408388483312072	-0.10562775158257	-0.528186626708234	0.539693666006352	0.0136431368950653	-4.5791894472839	-0.810258271038692	2.17742681818422	-2.02587445627552	5.9107618144061
LCC1015	-0.559663162188856	2.01634128958478	0.245426722004977	2.01163826390462	-2.13628246905831	-3.98017099251513	-0.412005334683975	-0.863818849941116	0.5291649329273	-2.94575288263792	1.17975208988295	0.286613891408061	0.691420628501415	0.0296042668357572	0.393918104764563	1.01414216203676	-0.519891240383056	-0.376003737733944	0.417125319598426	0.436142663918129	-2.50273431866228	2.71084299407093	2.20831789185802	-2.49926511811189	0.0040938717566332	-1.17788868933578	-0.499039896111386	-0.26275568492697	-1.39936662323676	0.0838761217782174	0.238832052930042	-0.98863485255122	-0.367974266759237	0.0626306501846696	-0.561314153716331	-0.720763595976265	0.449943607688544	-0.0906037482937353	0.764413720016064	-0.222766807733254
LCC1071	-1.72190440831797	-1.72551170773521	0.633888307108967	1.10277254855662	0.396617896895067	0.0674404037647973	0.171202254049129	-0.124614836367911	0.461541425444107	-0.41605209628245	0.595310772145455	-0.580458289316447	-0.813309937526901	-0.88423496085994	0.0392773737742303	-0.149966341283945	-0.335518940116733	0.182109184529197	0.229557443390998	0.151153332314805	-2.80448487787101	1.14173731360344	-3.72530452621785	0.171031751695817	0.668974017529148	3.00038324712464	0.35648861784131	0.517394863539422	-0.263634179398213	0.196644183197976	-1.54220948042394	1.48375715625365	-1.9100642538121	-0.11724069262287	1.92093419134703	1.52135929965408	-0.574631216975148	0.0901820111876338	0.445534331820528	-0.13023246937215
LCC1021	0.658389862414563	0.525983179095982	-1.60265321980984	-1.09976604627292	1.46022846050569	-1.35361891638544	0.194685492520522	1.01135788973451	0.351859427877241	2.2120980932367	-0.475426316978891	-0.21070593260319	0.166877885126509	0.271466587143054	-0.268718803128026	-0.658782004340437	0.145663720316523	0.0608799238896812	-0.726213344910043	0.0649891050091636	-3.39680984253082	0.50781948431315	-8.6462585526974	-1.23973357674801	1.06185512855077	-1.18623951280248	0.534012724785713	-1.07969881971159	2.46937576745466	1.53038168051075	-4.17451980823361	2.74700443105723	-1.74165208688223	0.205006672267514	3.82904150985979	1.70266963621239	2.0951439612316	-0.912177198102513	1.89203901910419	0.518761077527522
LCC1081	-1.44157640231457	0.719718434411599	1.91617090041075	0.0575377047752085	0.0077386687866144	1.21904203949098	-0.0428324503457518	-1.14311195909212	-0.163308985495473	1.73552899242743	-1.7758594076971	0.715162784126348	1.5427216818128	1.03469127743899	1.34189403039122	0.13311928752818	0.509176839907783	-0.784532679784496	0.824488147020762	-0.09910474750532																				
LCC2001	-2.40013354152451	1.30418551692706	1.57650801960899	-1.39132740049743	0.955320899672509	-3.22492400379777	0.190458478693234	1.35546598782767	1.09278953312849	-1.27329785607826	-0.833049003049348	-0.33303967855202	1.11722243331983	0.631918922528972	0.215157428770919	-0.53161243764298	0.144173491377365	-0.274739272590903	-0.921837559144636	0.241794789731606	-3.13934511593156	-1.17550947349443	2.18834043591904	1.80040939348824	0.253418302799975	-3.10110339289011	0.523831526335702	1.19734384139803	0.439845581194657	0.693251077934094	-0.561473276114469	-0.23454360643645	1.23193437961148	-0.472950489761136	0.065638964642279	0.251472256405668	1.48209512982172	-0.134369905348103	-0.40148330626233	0.965774822663805
LCC1045	5.93692352636833	2.54419878931862	-5.89502034119646	0.398868254260718	1.684106928543	-1.86878951746662	0.16637661424886	2.406947127065	-2.74770848537119	3.25757323567516	2.05808858933228	0.10816184877437	-0.619244581827953	0.0833265848805469	-0.84441701722128	-0.754008958460176	-0.609465791045661	0.354048914450502	-1.6569071030008	0.184223755249961	2.70695312312703	-2.29482173874979	1.36038638460724	0.0145978747620527	1.23736619020899	-1.53098104338154	0.580171419888815	0.169006449572344	0.924183351281339	-1.32586804568506	2.00215553121155	0.75957760753789	-1.07653647032803	0.0724141879621057	-0.44976930867998	0.0123944592071903	0.308497911808388	-0.594310612080517	1.65403329101548	0.807735413890392
LCC1125	2.48679846123632	-0.952525541447085	0.160339444214025	-2.80164622110371	2.24828180365196	8.40264264619262	-0.440560930812956	-0.35294449343203	-0.189629426136374	3.27905275501759	-1.05964670490477	2.97635678627291	-3.03381377181173	-0.222284456037742	-1.08536222001909	-0.840179126822689	0.243454026597708	1.72597593922308	0.96750068790079	-0.379403488148803	3.14602410306354	-1.27265225164216	0.136619457261792	0.358453231055964	0.472311705655099	1.38805256922388	-1.15657280199951	0.05902827397292	1.19504214729074	-0.0533486562931739	0.462539614295268	0.37520289928947	0.571905720833368	-0.335755989980506	0.704153172308037	0.296901299712185	0.0952822228754144	-0.350957113934064	-1.26134393796784	-0.201625753561319
LCC2053	4.64884258415058	-0.655116064368171	-3.2667320935757	-0.0998463588634786	-0.734824769710769	-0.204349515680758	0.816558424906702	-0.315543186790068	0.998849816619259	1.76012923288391	1.43446650704972	-1.21324643736994	-0.409272132455389	-1.34017151622036	-0.217287102710172	0.493762444940755	-0.54629100206839	0.191870617837831	0.20039499500347	0.144037934428319	-3.22366626277622	0.266468138122178	1.86367192388786	1.29277365968073	1.06029578237463	-1.09182183638432	0.105910018962584	0.171273224702605	0.241256874001643	0.346797103115121	0.250976791160363	-0.0799829301556199	-0.881454574021548	-0.322114945236487	0.024320332400598	-0.210932728973953	0.787276187401774	1.28055907332394	0.550647149516373	0.734603656512734
LCC1089	-1.55990256658255	-1.90198750551951	1.04006892390547	-1.11720927077506	-0.791947101937397	-1.78646044827216	-0.0506253301990325	-0.591273198854061	-0.701086860331716	0.691214727876574	-1.05497199783549	-0.592460768994188	1.42243512895061	0.636667820859334	0.63540481645547	0.459022894770114	0.288571990976255	-0.548089956849407	0.26460448218645	0.0947980895994262	3.03246643575681	0.58817755618675	2.26129391737576	0.564412287644539	2.89984461747724	0.749377072754696	0.517028218222028	-0.540559996793318	-1.22424487050601	-0.212530809500588	0.772821740882517	-0.440328289313419	1.29036514636658	-0.0284256648537941	-0.90732437891037	-0.579132556330515	-0.0756811854964653	-0.0595710151988797	0.0248326734150266	-1.22824195703275
LCC2039	-1.35970404434675	-0.872926264063786	1.64734289450878	4.00213314315231	-0.0328270556608148	2.49658253870126	0.14530638317702	0.209023060855237	0.416770753727783	-1.7243803613005	0.524552003489171	0.987571063187631	-1.24720836740492	-0.471582295890133	0.69278195015943	0.0867045728058405	-0.410610730116432	0.0797675996016133	0.33814855814877	0.111305637614756	-3.01744291541699	0.399254024428752	-0.737407825934884	0.477186616992685	0.452659267633567	1.66332135451928	-0.20736007269924	0.166981007693796	0.72161611323332	-0.427652945467809	-0.0355258475602954	0.118302164929275	-1.09750346662138	-0.412205502616946	0.384973308996882	0.479563645868921	-0.349868083660023	-0.375464418638537	-0.0397168823516554	-0.0131613931385429
